"Broad Bean
Origin","Broad Bean
Origin",Income group,Region,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Peru,"Peru, Dom. Rep",Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Jamaica,Jamaica,Upper middle income,Latin America & Caribbean,11901911988,12827809965,13680482787,12067478478,13200286270,14413359665,14798716216,14193012191,13852192273,14145469269,14072135209,14781107822,15717858487
Haiti,Haiti,Low income,Latin America & Caribbean,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644
United States,Hawaii,High income,North America,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.04941E+13
Dominican Republic,"Dom. Rep., Madagascar",Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Haiti,"Gre., PNG, Haw., Haiti, Mad",Low income,Latin America & Caribbean,4756204070,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452509316,8776350790,8724656126,7975563430,8408252995,9658084644
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Madagascar,"Mad., Java, PNG",Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Grenada,Grenada,Upper middle income,Latin America & Caribbean,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1126882296,1207454556
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Venezuela, RB","Ven, Bolivia, D.R.",Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Dominican Republic,"DR, Ecuador, Peru",Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ghana,Ghana,United States,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
United States,Hawaii,High income,North America,1.38146E+13,1.44519E+13,1.47128E+13,1.44489E+13,1.49921E+13,1.55426E+13,1.6197E+13,1.67848E+13,1.75217E+13,1.82193E+13,1.87072E+13,1.94854E+13,2.04941E+13
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Tanzania,Tanzania,Low income,Sub-Saharan Africa,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57437073927
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Vanuatu,Vanuatu,Lower middle income,East Asia & Pacific,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954307,737917151.4,787942567.4,849708342.7,887817896.3
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Brazil,Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
India,India,Lower middle income,South Asia,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.29043E+12,2.65255E+12,2.72632E+12
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Philippines,Philippines,Lower middle income,East Asia & Pacific,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04898E+11,3.1362E+11,3.3091E+11
Philippines,Philippines,Lower middle income,East Asia & Pacific,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04898E+11,3.1362E+11,3.3091E+11
Philippines,Philippines,Lower middle income,East Asia & Pacific,1.22211E+11,1.4936E+11,1.74195E+11,1.68335E+11,1.99591E+11,2.24143E+11,2.50092E+11,2.71836E+11,2.84585E+11,2.92774E+11,3.04898E+11,3.1362E+11,3.3091E+11
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Belize,Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Sri Lanka,Sri Lanka,Upper middle income,South Asia,28279814925,32350248411,40713812310,42066217872,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,88019706804,88900770858
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Cuba,Cuba,Upper middle income,Latin America & Caribbean,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,0
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Vietnam,Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Brazil,Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Cuba,Cuba,Upper middle income,Latin America & Caribbean,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,0
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Nicaragua,Nicaragua,Lower middle income,Latin America & Caribbean,6763671611,7423377429,8496965842,8298695145,8758622329,9774316692,10532001130,10982972256,11880438824,12756717323,13286093197,13843586680,13117859222
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Costa Rica,Costa Rica,Upper middle income,Latin America & Caribbean,22602721765,26743972912,30612927861,30562363430,37268616184,42262694504,46473131799,49745084870,50577769785,54775997556,57157995873,58174550212,60126014829
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Mexico,Mexico,Upper middle income,Latin America & Caribbean,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.07783E+12,1.15807E+12,1.22381E+12
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Colombia,Colombia,Upper middle income,Latin America & Caribbean,1.6119E+11,2.05707E+11,2.41711E+11,2.32494E+11,2.86104E+11,3.34454E+11,3.70574E+11,3.81867E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.1179E+11,3.30228E+11
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Vietnam,Vietnam,Lower middle income,East Asia & Pacific,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93241E+11,2.05276E+11,2.2378E+11,2.44948E+11
Trinidad and Tobago,Trinidad,High income,Latin America & Caribbean,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25769329445,27110262285,27477965424,25121524775,21746391333,22250455019,23410353435
Suriname,Suriname,Upper middle income,Latin America & Caribbean,2626493057,2936440801,3532961749,3875555556,4368398048,4422276622,4980000000,5145757576,5240606061,4787367928,3167164371,3068766110,3427269682
Belize,Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Mexico,Mexico,Upper middle income,Latin America & Caribbean,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.07783E+12,1.15807E+12,1.22381E+12
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Cote d'Ivoire,West Africa,Lower middle income,Sub-Saharan Africa,17800887469,20343636059,24224905504,24277494337,24884503951,25381615976,26790577891,31264184741,35316494574,33131113901,35296979104,38053610009,43007045466
Peru,"Peru, Ecuador",Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Â ,Â ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Â ,Â ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Ecuador,"Ecuador, Mad., PNG",Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Papua New Guinea,Papua New Guinea,Lower middle income,East Asia & Pacific,8306343442,9545071325,11670678864,11619541940,14250726290,17984816533,21295834133,21261305413,23210611847,21723378125,20759048835,22277692409,23431596214
Dominican Republic,Dominican Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Mexico,Mexico,Upper middle income,Latin America & Caribbean,9.75387E+11,1.0527E+12,1.10999E+12,9.00045E+11,1.0578E+12,1.18049E+12,1.20109E+12,1.27444E+12,1.31456E+12,1.17056E+12,1.07783E+12,1.15807E+12,1.22381E+12
Brazil,Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Bolivia,Bolivia,Lower middle income,Latin America & Caribbean,11451869165,13120183157,16674324634,17339992165,19649631451,23963033588,27084497540,30659338784,32996188133,33000198263,33941126194,37508642258,40287647757
Brazil,Brazil,Upper middle income,Latin America & Caribbean,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.6162E+12,2.46519E+12,2.47281E+12,2.45599E+12,1.80221E+12,1.79628E+12,2.05359E+12,1.86863E+12
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
Belize,Belize,Upper middle income,Latin America & Caribbean,1217442150,1290542550,1368625150,1335217500,1396731700,1486595750,1563827850,1608442150,1692955750,1762500450,1806646250,1862614800,1925000000
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Dominican Republic,Domincan Republic,Upper middle income,Latin America & Caribbean,38116351526,44169678153,48288967303,48376555306,53982886258,57811180659,60657780261,62661773592,66065015410,68802092021,72342967648,75931656815,81298585403
Guatemala,Guatemala,Upper middle income,Latin America & Caribbean,30231249362,34113107086,39136954232,37734072278,41338521638,47654783852,50388460925,53851148432,58722323918,63767597194,68663653469,75620095538,78460447920
Ecuador,Ecuador,Upper middle income,Latin America & Caribbean,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.01726E+11,99290381000,99937696000,1.04296E+11,1.08398E+11
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Uganda,Uganda,Low income,Sub-Saharan Africa,9942597780,12292813603,14239026630,18168902154,20186496527,20176025257,23114293416,24599550624,27291879819,27102650387,24133664285,25995031850,27476945526
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
"Congo, Dem. Rep.",Congo,Low income,Sub-Saharan Africa,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799974,38019265626,47227535291
Madagascar,Madagascar,Low income,Sub-Saharan Africa,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10601690872,10673516673,9744243531,9958655045,11465850504,12100459087
Cote d'Ivoire,Ivory Coast,Lower middle income,Sub-Saharan Africa,17800887469,20343636059,24224905504,24277494337,24884503951,25381615976,26790577891,31264184741,35316494574,33131113901,35296979104,38053610009,43007045466
Ghana,Ghana,Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
"Venezuela, RB",Venezuela,Upper middle income,Latin America & Caribbean,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,0,0,0,0
Ghana,"Ghana, Panama, Ecuador",Lower middle income,Sub-Saharan Africa,20409668522,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,63277216921,53601126665,49181854795,55009730589,58996776244,65556464056
Peru,Peru,Upper middle income,Latin America & Caribbean,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47529E+11,1.71762E+11,1.92649E+11,2.01175E+11,2.00984E+11,1.89759E+11,1.91907E+11,2.10702E+11,2.22238E+11
